Name,Latest Chapter,Dated Released,depth,download_timeout,download_slot,download_latency,Link,Genre,Status,Rating,img-link
Zero Game,Chapter 87,"Apr 27,21",6,180.0,manganelo.com,0.28322672843933105,https://manganelo.com/manga/zero_game,"Drama,Fantasy,Webtoons",Ongoing,4.24,https://avt.mkklcdnv6temp.com/36/w/13-1583489061.jpg
"Reborn 80,000 Years",Chapter 198,"Apr 27,21",6,180.0,manganelo.com,0.30240678787231445,https://manganelo.com/manga/ad921253,"Adventure,Drama,Fantasy,Martial arts,Shounen,Supernatural,Webtoons",Ongoing,4.52,https://avt.mkklcdnv6temp.com/49/h/19-1583500968.jpg
Fake Bride,Chapter 71,"Apr 27,21",6,180.0,manganelo.com,0.33126378059387207,https://manganelo.com/manga/eo922676,"Drama,Romance",Ongoing,4.09,https://avt.mkklcdnv6temp.com/3/h/21-1587084155.jpg
99 Ways To Become Heroes By Beauty Masters,Chapter 16,"Apr 27,21",6,180.0,manganelo.com,0.2955806255340576,https://manganelo.com/manga/em925063,"Action,Adventure,Fantasy",Ongoing,4.7,https://avt.mkklcdnv6temp.com/1/q/22-1609819105.jpg
The Omniscient Point Of View Of An Unrequited Love,Chapter 50,"Apr 27,21",6,180.0,manganelo.com,0.3229672908782959,https://manganelo.com/manga/hs923520,"Comedy,Romance",Ongoing,4.5,https://avt.mkklcdnv6temp.com/39/a/21-1595824559.jpg
The Scandalous Proposal,Chapter 12,"Apr 27,21",6,180.0,manganelo.com,0.31752920150756836,https://manganelo.com/manga/zd926367,"Drama,Romance,Shoujo",Ongoing,4.42,https://avt.mkklcdnv6temp.com/5/k/24-1618379033.jpg
Shadow Queen,Chapter 52,"Apr 27,21",6,180.0,manganelo.com,0.31906867027282715,https://manganelo.com/manga/oo923190,"Fantasy,Romance,Webtoons",Ongoing,4.83,https://avt.mkklcdnv6temp.com/25/m/21-1591638982.jpg
Rebirth Meeting: For You And My Exclusive Lovers,Chapter 4,"Apr 27,21",6,180.0,manganelo.com,0.30158066749572754,https://manganelo.com/manga/mj926439,"Drama,Romance",Ongoing,4.69,https://avt.mkklcdnv6temp.com/8/i/24-1619239455.jpg
Become Her Bride,Chapter 5,"Apr 27,21",6,180.0,manganelo.com,0.33524513244628906,https://manganelo.com/manga/as926082,"Drama,Romance",Ongoing,4.87,https://avt.mkklcdnv6temp.com/43/m/23-1616118663.jpg
Ceo's Sudden Proposal,Chapter 330,"Apr 27,21",6,180.0,manganelo.com,0.33791375160217285,https://manganelo.com/manga/wh919048,"Romance,Webtoons",Ongoing,4.07,https://avt.mkklcdnv6temp.com/17/t/18-1583497779.jpg
Winter Moon,Chapter 402,"Apr 27,21",6,180.0,manganelo.com,0.49669766426086426,https://manganelo.com/manga/winter_moon,"Fantasy,Webtoons",Ongoing,3.8,https://avt.mkklcdnv6temp.com/19/u/16-1583494182.jpg
You Should Marry My Mommy,Chapter 29,"Apr 27,21",6,180.0,manganelo.com,0.32939672470092773,https://manganelo.com/manga/cf925874,"Romance,Webtoons",Ongoing,3.62,https://avt.mkklcdnv6temp.com/34/w/23-1614568049.jpg
"An One On One, Your Highness",Chapter 213,"Apr 27,21",6,180.0,manganelo.com,0.33438801765441895,https://manganelo.com/manga/ni921093,"Comedy,Fantasy,Romance,Webtoons",Ongoing,4.5,https://avt.mkklcdnv6temp.com/43/g/19-1583500755.jpg
Empress's Harem,Chapter 184,"Apr 27,21",6,180.0,manganelo.com,0.2916386127471924,https://manganelo.com/manga/le922040,"Drama,Romance",Ongoing,4.45,https://avt.mkklcdnv6temp.com/28/u/20-1583502135.jpg
Warm Wedding,Chapter 354,"Apr 27,21",6,180.0,manganelo.com,0.34320902824401855,https://manganelo.com/manga/tk918205,Romance,Ongoing,4.15,https://avt.mkklcdnv6temp.com/37/o/17-1583496617.jpg
Adorable Princess,Chapter 136,"Apr 27,21",6,180.0,manganelo.com,0.3442413806915283,https://manganelo.com/manga/hz923426,"Comedy,Historical,Romance,Webtoons",Ongoing,4.29,https://avt.mkklcdnv6temp.com/35/i/21-1595519204.jpg
I’M Berserk To Upgrade,Chapter 11,"Apr 27,21",6,180.0,manganelo.com,0.2956967353820801,https://manganelo.com/manga/yr925898,"Action,Adventure,Martial arts",Ongoing,4.4,https://avt.mkklcdnv6temp.com/35/z/23-1614615055.jpg
So It’S Hua Nan City!,Chapter 39,"Apr 27,21",5,180.0,manganelo.com,0.36284732818603516,https://manganelo.com/manga/kp924527,Romance,Ongoing,2.6,https://avt.mkklcdnv6temp.com/29/l/22-1603359908.jpg
The Villainess Lives Twice,Chapter 52,"Apr 27,21",5,180.0,manganelo.com,0.35147619247436523,https://manganelo.com/manga/fn923180,"Fantasy,Romance,Webtoons",Ongoing,4.88,https://avt.mkklcdnv6temp.com/25/a/21-1591547577.jpg
Let's Have A Baby Dragon,Chapter 163,"Apr 27,21",5,180.0,manganelo.com,0.36197376251220703,https://manganelo.com/manga/lets_have_a_baby_dragon,Shounen ai,Ongoing,4.07,https://avt.mkklcdnv6temp.com/24/e/16-1583494336.jpg
Misoshiru De Kanpai!,Chapter 42,"Apr 27,21",7,180.0,manganelo.com,0.3519015312194824,https://manganelo.com/manga/misoshiru_de_kanpai,"Comedy,Romance,Shounen,Slice of life",Ongoing,4.74,https://avt.mkklcdnv6temp.com/46/r/15-1583493345.jpg
Amakusa 1637,Chapter 39,"Apr 27,21",7,180.0,manganelo.com,0.3109018802642822,https://manganelo.com/manga/amakusa_1637,"Action,Adventure,Drama,Fantasy,Gender bender,Historical,Josei,Romance,Tragedy",Ongoing - Not Set Rele,4.43,https://avt.mkklcdnv6temp.com/42/j/1-1583465374.jpg
"I Was Summoned By The Demon Lord, But I Can't Understand Her Language",Chapter 19,"Apr 27,21",7,180.0,manganelo.com,0.35509371757507324,https://manganelo.com/manga/bn923058,"Fantasy,Romance",Ongoing,4.82,https://avt.mkklcdnv6temp.com/19/w/21-1590641560.jpg
"Nyotaika Yankee Gakuen ☆ Ore No Hajimete, Nerawaretemasu.",Chapter 41 Raw : Chapter 41 Raw,"Apr 27,21",7,180.0,manganelo.com,0.2936825752258301,https://manganelo.com/manga/wq918241,"Comedy,Ecchi,Gender bender,Romance,Smut",Ongoing,4.38,https://avt.mkklcdnv6temp.com/38/y/17-1583496667.jpg
Golden Pair Of Justice,Volume 1 Chapter 5 : Buddha Killed People 4,"Apr 27,21",7,180.0,manganelo.com,0.42789268493652344,https://manganelo.com/manga/nx926456,"Adventure,Historical,Martial arts,Mystery,Shounen ai,Manhua",Ongoing,3.46,https://avt.mkklcdnv6temp.com/8/y/24-1619451158.jpg
Six Sense,Chapter 12,"Apr 27,21",7,180.0,manganelo.com,0.4277646541595459,https://manganelo.com/manga/xz926171,"Drama,Romance,Webtoons,Yaoi",Ongoing,2.62,https://avt.mkklcdnv6temp.com/47/f/23-1617095446.jpg
Reincarnation Cycle,Chapter 117,"Apr 27,21",7,180.0,manganelo.com,0.4257190227508545,https://manganelo.com/manga/jt925040,"Action,Adventure,Comedy,Fantasy,Historical",Ongoing,3.68,https://avt.mkklcdnv6temp.com/50/q/22-1609689677.jpg
Amagami-San Chi No Enmusubi,Chapter 1: A Miracle Appears,"Apr 27,21",7,180.0,manganelo.com,0.6558418273925781,https://manganelo.com/manga/pe926440,"Comedy,Drama,Ecchi,Harem,Romance,Shounen",Ongoing,4.58,https://avt.mkklcdnv6temp.com/8/j/24-1619275720.jpg
Dark Gathering,Chapter 11,"Apr 27,21",7,180.0,manganelo.com,0.3297889232635498,https://manganelo.com/manga/gu919735,"Horror,Shounen,Supernatural",Ongoing,4.67,https://avt.mkklcdnv6temp.com/42/z/18-1583498765.jpg
Argonavis From Bang Dream! Comics,Chapter 14 : Starting Line,"Apr 27,21",7,180.0,manganelo.com,0.32479310035705566,https://manganelo.com/manga/as926173,Manhua,Ongoing,75404.95,https://avt.mkklcdnv6temp.com/47/h/23-1617120555.jpg
Kansai Jin To Hukumen Satsujinki,Chapter 3,"Apr 27,21",7,180.0,manganelo.com,0.3353438377380371,https://manganelo.com/manga/kp926304,"Comedy,Horror,Romance,Yaoi",Ongoing,3.73,https://avt.mkklcdnv6temp.com/2/x/24-1617807810.jpg
Getsuyoubi No Tawawa,"Chapter 16: Maegami-Chan, Part 5","Apr 27,21",7,180.0,manganelo.com,0.326404333114624,https://manganelo.com/manga/getsuyoubi_no_tawawa,"Drama,Romance,Slice of life",Ongoing,4.67,https://avt.mkklcdnv6temp.com/28/f/14-1583490742.jpg
Ed Shachou To Bishonure Cinderella,Chapter 3,"Apr 27,21",7,180.0,manganelo.com,0.3519430160522461,https://manganelo.com/manga/wr926251,"Josei,Romance,Smut",Ongoing,4.01,https://avt.mkklcdnv6temp.com/50/r/23-1617461767.jpg
I Married My Father-In-Law,Chapter 59,"Apr 27,21",7,180.0,manganelo.com,0.3619420528411865,https://manganelo.com/manga/nd925333,"Comedy,Gender bender,Romance,School life,Shounen ai,Supernatural",Ongoing,2.48,https://avt.mkklcdnv6temp.com/12/p/23-1611978359.jpg
My Special Squishy Someone,Chapter 26,"Apr 26,21",8,180.0,manganelo.com,0.3348095417022705,https://manganelo.com/manga/hb926352,"Adult,Comedy,Drama,Fantasy,Mature,Romance,Seinen,Manhwa",Ongoing,4,https://avt.mkklcdnv6temp.com/4/u/24-1618251451.jpg
The Hero And The Demon King's Romcom,Chapter 44,"Apr 27,21",7,180.0,manganelo.com,0.3938407897949219,https://manganelo.com/manga/the_hero_and_the_demon_kings_romcom,"Comedy,Fantasy,Romance,Slice of life",Ongoing,4.55,https://avt.mkklcdnv6temp.com/6/a/17-1583495478.jpg
Wizard's Martial World,Chapter 64,"Apr 26,21",8,180.0,manganelo.com,0.34522366523742676,https://manganelo.com/manga/bn925212,"Action,Adventure,Fantasy,Martial arts,Webtoons,Manhwa",Ongoing,4.49,https://avt.mkklcdnv6temp.com/7/t/23-1610853365.jpg
"Give Me A Flower, And I’Ll Give You All Of Me",Chapter 42,"Apr 27,21",7,180.0,manganelo.com,0.37884092330932617,https://manganelo.com/manga/zq922360,"Romance,Slice of life,Webtoons",Ongoing,4.74,https://avt.mkklcdnv6temp.com/41/c/20-1583574563.jpg
Boku No Tsuma Wa Kanjou Ga Nai,Chapter 20,"Apr 26,21",8,180.0,manganelo.com,0.3431203365325928,https://manganelo.com/manga/tz923310,"Romance,Sci fi,Seinen,Slice of life",Ongoing,4.83,https://avt.mkklcdnv6temp.com/30/o/21-1592845341.jpg
Unbending Flower,Chapter 73,"Apr 26,21",8,180.0,manganelo.com,0.29146456718444824,https://manganelo.com/manga/xo920296,"Fantasy,Romance,Shoujo,Webtoons",Ongoing,4.38,https://avt.mkklcdnv6temp.com/13/r/19-1583499614.jpg
Rebirth Of Legendary Doctor,Chapter 32,"Apr 26,21",8,180.0,manganelo.com,0.3192155361175537,https://manganelo.com/manga/sf923192,Action,Ongoing,3.86,https://avt.mkklcdnv6temp.com/25/p/21-1591639303.jpg
The Princess Of Vengeance,Chapter 62,"Apr 26,21",8,180.0,manganelo.com,0.3282148838043213,https://manganelo.com/manga/mf924633,"Drama,Fantasy,Historical,Romance,Webtoons",Ongoing,4.36,https://avt.mkklcdnv6temp.com/33/t/22-1604366915.jpg
The Mage Will Master Magic Efficiently In His Second Life,Chapter 51.2,"Apr 26,21",8,180.0,manganelo.com,0.3089330196380615,https://manganelo.com/manga/the_mage_will_master_magic_efficiently_in_his_second_life,"Action,Adventure,Fantasy",Ongoing,4.34,https://avt.mkklcdnv6temp.com/20/m/13-1583488488.jpg
Rettou Gan No Tensei Majutsushi ~ Shiitage Rareta Saikyou No Minashigo Ga Isekai De Musou Suru,Chapter 12,"Apr 26,21",8,180.0,manganelo.com,0.3280513286590576,https://manganelo.com/manga/xy925799,"Action,Fantasy,Harem,Romance,Shounen",Ongoing,4.64,https://avt.mkklcdnv6temp.com/31/q/23-1613974588.jpg
Almighty Master,Chapter 139,"Apr 26,21",8,180.0,manganelo.com,0.40492844581604004,https://manganelo.com/manga/rx922672,"Action,Comedy",Ongoing,4.48,https://avt.mkklcdnv6temp.com/3/c/21-1587009692.jpg
Anti-Gods Dragon System,Chapter 91,"Apr 26,21",8,180.0,manganelo.com,0.3925821781158447,https://manganelo.com/manga/bw922499,"Action,Drama,Martial arts",Ongoing,4.22,https://avt.mkklcdnv6temp.com/46/i/20-1584695182.jpg
Out (Makoto Mizuta),Chapter 184,"Apr 26,21",8,180.0,manganelo.com,0.27727222442626953,https://manganelo.com/manga/out_makoto_mizuta,"Action,Adult,Adventure,Ecchi,Seinen,Slice of life",Ongoing,4.73,https://avt.mkklcdnv6temp.com/5/w/17-1583495473.jpg
Hokuou Kizoku To Moukinzuma No Yukiguni Karigurashi,Chapter 61,"Apr 26,21",8,180.0,manganelo.com,0.29224348068237305,https://manganelo.com/manga/hokuou_kizoku_to_moukinzuma_no_yukiguni_karigurashi,"Comedy,Historical,Josei,Romance,Slice of life",Ongoing,1350004.65,https://avt.mkklcdnv6temp.com/43/r/16-1583495035.jpg
29-Sai Dokushin Wa Isekai De Jiyuu Ni Ikita……katta,Chapter 13,"Apr 26,21",8,180.0,manganelo.com,0.29802441596984863,https://manganelo.com/manga/zk919364,"Action,Adventure,Ecchi,Fantasy,Harem,Romance,Shounen",Ongoing,4.4,https://avt.mkklcdnv6temp.com/29/n/18-1583498223.jpg
"Senmetsumadou No Saikyou Kenja: Musai No Kenja, Madou Wo Kiwame Saikyou E Itaru",Chapter 4.4,"Apr 26,21",8,180.0,manganelo.com,0.3288710117340088,https://manganelo.com/manga/ht924279,"Action,Adventure,Harem,Seinen",Ongoing,4.74,https://avt.mkklcdnv6temp.com/19/f/22-1600661961.jpg
Look A Picture,Chapter 3,"Apr 26,21",8,180.0,manganelo.com,0.32932019233703613,https://manganelo.com/manga/uq925834,Romance,Ongoing,4.76,https://avt.mkklcdnv6temp.com/33/f/23-1614223271.jpg
Everlasting God Of Sword,Chapter 128,"Apr 26,21",8,180.0,manganelo.com,0.31568145751953125,https://manganelo.com/manga/everlasting_god_of_sword,"Action,Adventure,Fantasy,Martial arts",Ongoing,4.52,https://avt.mkklcdnv6temp.com/17/i/16-1583494096.jpg
Cultivation Return On Campus,Chapter 215,"Apr 26,21",8,180.0,manganelo.com,0.30631589889526367,https://manganelo.com/manga/bb923808,"Action,Adventure,Comedy,Drama,Fantasy,Romance",Ongoing,4.11,https://avt.mkklcdnv6temp.com/50/i/21-1597759220.jpg
World’S Beginning Golden Crow,Chapter 83,"Apr 26,21",8,180.0,manganelo.com,0.3590235710144043,https://manganelo.com/manga/cz924614,"Adventure,Fantasy,Webtoons",Ongoing,4.33,https://avt.mkklcdnv6temp.com/33/b/22-1603948164.jpg
Dark Star Emperor,Chapter 72,"Apr 26,21",8,180.0,manganelo.com,0.3588907718658447,https://manganelo.com/manga/va925102,"Action,Ecchi,Fantasy,Harem,Shounen",Ongoing,4.38,https://avt.mkklcdnv6temp.com/3/h/23-1610159682.jpg
Attouteki Gacha Un De Isekai O Nariagaru!,Chapter 11,"Apr 26,21",9,180.0,manganelo.com,0.2646820545196533,https://manganelo.com/manga/kg924066,"Action,Comedy,Fantasy,Harem",Ongoing,4.6,https://avt.mkklcdnv6temp.com/10/u/22-1599538858.jpg
The Glamorous Doctor Divorces Her Husband,Chapter 136,"Apr 26,21",9,180.0,manganelo.com,0.2944149971008301,https://manganelo.com/manga/ne920604,"Fantasy,Historical,Romance,Webtoons",Ongoing,3.76,https://avt.mkklcdnv6temp.com/25/b/19-1583500096.jpg
Temple Of Dragon King,Chapter 88,"Apr 26,21",8,180.0,manganelo.com,0.4748241901397705,https://manganelo.com/manga/xl923012,"Action,Cooking,Romance",Ongoing,3.67,https://avt.mkklcdnv6temp.com/17/r/21-1590116246.jpg
The Phoenix In A Turbulent World,Chapter 67,"Apr 26,21",9,180.0,manganelo.com,0.3175036907196045,https://manganelo.com/manga/mp923835,"Action,Fantasy,Romance,Shounen,Webtoons",Ongoing,4.23,https://avt.mkklcdnv6temp.com/1/j/21-1597901187.jpg
Prince Charming’S Lovely Gaze,Chapter 81,"Apr 26,21",9,180.0,manganelo.com,0.31061339378356934,https://manganelo.com/manga/bd924902,"Psychological,Romance,Slice of life,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/45/b/22-1607748474.jpg
Kubo-San Doesn't Leave Me Be (A Mob),Chapter 68,"Apr 26,21",9,180.0,manganelo.com,0.2731344699859619,https://manganelo.com/manga/pn921369,"Comedy,Romance,Seinen",Ongoing,4.85,https://avt.mkklcdnv6temp.com/3/r/20-1583501137.jpg
Futari Ashitamo Sorenarini,Chapter 87 [End],"Apr 26,21",9,180.0,manganelo.com,0.3270385265350342,https://manganelo.com/manga/uo919572,"Comedy,Romance,Seinen,Slice of life",Ongoing,4.87,https://avt.mkklcdnv6temp.com/36/z/18-1583498529.jpg
Ao Ashi,Chapter 253,"Apr 26,21",9,180.0,manganelo.com,0.3320481777191162,https://manganelo.com/manga/pt917865,"School life,Seinen,Sports",Ongoing,4.73,https://avt.mkklcdnv6temp.com/24/t/17-1583496145.jpg
One Sword Reigns Supreme,Chapter 114,"Apr 26,21",9,180.0,manganelo.com,0.2859644889831543,https://manganelo.com/manga/ni924461,"Action,Adventure,Fantasy",Ongoing,4.54,https://avt.mkklcdnv6temp.com/26/u/22-1602344958.jpg
The Descent Of The Demonic Master,Chapter 96,"Apr 26,21",9,180.0,manganelo.com,0.2896702289581299,https://manganelo.com/manga/ix921032,"Action,Adventure,Webtoons",Ongoing,4.72,https://avt.mkklcdnv6temp.com/41/a/19-1583500668.jpg
"Fox Concubine, Don't Play With Fire",Chapter 110.5,"Apr 26,21",9,180.0,manganelo.com,0.3408839702606201,https://manganelo.com/manga/vz922606,"Fantasy,Historical,Romance",Ongoing,4.72,https://avt.mkklcdnv6temp.com/50/n/20-1585843606.jpg
Murenase! Shiiton Gakuen,Chapter 150,"Apr 26,21",9,180.0,manganelo.com,0.2854018211364746,https://manganelo.com/manga/murenase_shiiton_gakuen,"Comedy,School life,Shounen",Ongoing,4.39,https://avt.mkklcdnv6temp.com/2/k/14-1583489772.jpg
Tensei Shitara Slime Datta Ken,Chapter 83,"Apr 26,21",9,180.0,manganelo.com,0.2938404083251953,https://manganelo.com/manga/dnha19771568647794,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",Ongoing,4.9,https://avt.mkklcdnv6temp.com/19/y/2-1583466482.jpg
That Dragon (Exchange) Student Stands Out More Than Me,Chapter 8,"Apr 26,21",9,180.0,manganelo.com,0.3204233646392822,https://manganelo.com/manga/qb925223,"Action,Comedy,Fantasy,Romance,School life,Shounen",Ongoing,4.82,https://avt.mkklcdnv6temp.com/8/g/23-1611111255.jpg
I Favor The Villainess,Chapter 10: Order Of The Academy,"Apr 26,21",9,180.0,manganelo.com,0.3360908031463623,https://manganelo.com/manga/zm923641,"Cooking,Drama,Fantasy,Romance,Shoujo ai,Yuri",Ongoing,4.72,https://avt.mkklcdnv6temp.com/43/s/21-1596445435.jpg
The Guide To Capturing A Black Lotus,Chapter 15 : Feeding Brown Sugar Buns~,"Apr 26,21",9,180.0,manganelo.com,0.3252840042114258,https://manganelo.com/manga/vs926385,"Fantasy,Historical,Manhua",Ongoing,4.73,https://avt.mkklcdnv6temp.com/6/c/24-1618591466.jpg
Martial Arts Reigns,Chapter 261,"Apr 26,21",9,180.0,manganelo.com,0.330460786819458,https://manganelo.com/manga/aq920543,"Action,Fantasy,Webtoons",Ongoing,4.62,https://avt.mkklcdnv6temp.com/22/t/19-1583500017.jpg
Beware Of The Red Thread,Chapter 27,"Apr 26,21",9,180.0,manganelo.com,0.37203001976013184,https://manganelo.com/manga/tq922748,"Adventure,Comedy,Drama,Fantasy,Historical,Romance",Ongoing,4.82,https://avt.mkklcdnv6temp.com/6/t/21-1588306996.jpg
Life Burns For Vengeance,Chapter 41,"Apr 26,21",9,180.0,manganelo.com,0.3730130195617676,https://manganelo.com/manga/bg925590,"Action,Fantasy,Webtoons",Ongoing,4.27,https://avt.mkklcdnv6temp.com/23/e/23-1612846188.jpg
Painter Of The Night,Chapter 76.5,"Apr 26,21",9,180.0,manganelo.com,0.371659517288208,https://manganelo.com/manga/xl926239,"Adult,Drama,Historical,Mature,Smut,Yaoi,Manhwa",Ongoing,3.9,https://avt.mkklcdnv6temp.com/50/d/23-1617413657.jpg
Rich Player,Chapter 211,"Apr 26,21",9,180.0,manganelo.com,0.38320183753967285,https://manganelo.com/manga/aq920357,"Action,Adventure,Fantasy,Webtoons",Ongoing,4.38,https://avt.mkklcdnv6temp.com/15/u/19-1583499706.jpg
Am I Your Daughter?,Chapter 28 : All In A Name,"Apr 26,21",10,180.0,manganelo.com,0.3639519214630127,https://manganelo.com/manga/of926153,"Drama,Fantasy,Romance,Shoujo,Webtoons,Manhwa",Ongoing,4.25,https://avt.mkklcdnv6temp.com/46/l/23-1617089282.jpg
I’M A Martial Art Villainess But I’M The Strongest!,Chapter 38,"Apr 26,21",10,180.0,manganelo.com,0.44181227684020996,https://manganelo.com/manga/xf925078,"Action,Drama,Fantasy,Historical,Romance",Ongoing,4.84,https://avt.mkklcdnv6temp.com/2/i/23-1609912047.jpg
Anyone Can Become A Villainess,Chapter 20,"Apr 26,21",10,180.0,manganelo.com,0.4229404926300049,https://manganelo.com/manga/qr925495,"Drama,Fantasy,Historical,Romance",Ongoing,56597.94,https://avt.mkklcdnv6temp.com/19/h/23-1612289204.jpg
Forced To Become The Villain’S Son-In-Law,Chapter 102,"Apr 26,21",10,180.0,manganelo.com,0.401735782623291,https://manganelo.com/manga/rg923789,"Action,Adventure,Fantasy",Ongoing,4.54,https://avt.mkklcdnv6temp.com/49/p/21-1597600752.jpg
Wu Dong Qian Kun,Chapter 118,"Apr 26,21",10,180.0,manganelo.com,0.40373754501342773,https://manganelo.com/manga/wu_dong_qian_kun,"Action,Adventure,Fantasy,Martial arts,Shounen,Supernatural",Ongoing,4.7,https://avt.mkklcdnv6temp.com/28/s/1-1583464818.jpg
Senior! Don't Pull My Skirt,Chapter 5 : He Is Confessing To Me?,"Apr 26,21",10,180.0,manganelo.com,0.33196139335632324,https://manganelo.com/manga/kq926180,"Drama,Gender bender,Romance,School life,Shounen ai,Yaoi",Ongoing,4.12,https://avt.mkklcdnv6temp.com/47/p/23-1617160299.jpg
I Don’T Want A Harem!,Chapter 1,"Apr 26,21",10,180.0,manganelo.com,0.3430299758911133,https://manganelo.com/manga/kr926397,"Comedy,Fantasy,Historical,Romance",Ongoing,3.78,https://avt.mkklcdnv6temp.com/6/o/24-1618846469.jpg
My Wife Is A Demon Queen,Chapter 276,"Apr 26,21",10,180.0,manganelo.com,0.3625953197479248,https://manganelo.com/manga/wp918498,"Adventure,Fantasy,Romance,Webtoons",Ongoing,4.62,https://avt.mkklcdnv6temp.com/47/y/17-1583496993.jpg
Choose Your Real Daddy Tyrant,Chapter 19,"Apr 26,21",10,180.0,manganelo.com,0.29140305519104004,https://manganelo.com/manga/bw924927,"Fantasy,Romance,Shoujo",Ongoing,4.73,https://avt.mkklcdnv6temp.com/46/a/22-1608179846.jpg
The Devil,Chapter 33,"Apr 26,21",10,180.0,manganelo.com,0.29427218437194824,https://manganelo.com/manga/ox923652,"Drama,Historical,Romance",Ongoing,4.54,https://avt.mkklcdnv6temp.com/44/c/21-1596515774.jpg
Second-To-None Adoration,Chapter 194,"Apr 26,21",10,180.0,manganelo.com,0.31331777572631836,https://manganelo.com/manga/xr922235,"Adventure,Fantasy,Historical,Romance,Webtoons",Ongoing,4.43,https://avt.mkklcdnv6temp.com/36/g/20-1583502433.jpg
The Great Wish,Chapter 85,"Apr 26,21",10,180.0,manganelo.com,0.341963529586792,https://manganelo.com/manga/sh920375,"Action,Drama,Fantasy,Romance,Shoujo,Webtoons",Ongoing,4.72,https://avt.mkklcdnv6temp.com/16/l/19-1583499738.jpg
Black Winter,Chapter 87,"Apr 26,21",10,180.0,manganelo.com,0.2961280345916748,https://manganelo.com/manga/ti919479,"Drama,Fantasy,Historical,Romance,Shoujo,Webtoons",Ongoing,4.72,https://avt.mkklcdnv6temp.com/33/o/18-1583498388.jpg
Extraordinary Son-In-Law,Chapter 68,"Apr 26,21",10,180.0,manganelo.com,0.3225841522216797,https://manganelo.com/manga/we923906,"Comedy,Ecchi,Harem,Webtoons",Ongoing,4.15,https://avt.mkklcdnv6temp.com/4/i/22-1598545383.jpg
Once More,Chapter 77,"Apr 26,21",10,180.0,manganelo.com,0.31493425369262695,https://manganelo.com/manga/gz920879,"Comedy,Drama,Romance,School life,Shoujo,Webtoons",Ongoing,4.74,https://avt.mkklcdnv6temp.com/35/d/19-1583500470.jpg
Mejaz Regulus In The World – Webtoon,Chapter 126,"Apr 26,21",10,180.0,manganelo.com,0.5170528888702393,https://manganelo.com/manga/pz924915,"Fantasy,Romance,Webtoons",,4.4,https://avt.mkklcdnv6temp.com/45/o/22-1608089490.jpg
Generation's Queen Ling,Chapter 91 - Volume 2 Chapter 45 : Humiliation,"Apr 26,21",10,180.0,manganelo.com,0.3174903392791748,https://manganelo.com/manga/ir919185,"Drama,Historical,Romance,Supernatural,Webtoons",Ongoing,4.74,https://avt.mkklcdnv6temp.com/22/y/18-1583497993.jpg
"Wake Up, Warrior",Chapter 43,"Apr 26,21",10,180.0,manganelo.com,0.3704533576965332,https://manganelo.com/manga/ve923126,"Adventure,Comedy,Fantasy,Romance",Ongoing,4.79,https://avt.mkklcdnv6temp.com/22/q/21-1590953156.jpg
